,cities,lines,oceans
2870,"Mount Morris, NY",False,
2871,"Conesus, NY",False,
2872,"Springwater, NY",False,
2873,"Middleville, MI",False,
2874,"Nashville, MI",False,
2875,"Delton, MI",False,
2876,"Hickory Corners, MI",False,
2877,"Freeport, MI",False,
2878,"Woodland, MI",False,
2879,"Dowling, MI",False,
2880,"Shohola, PA",False,
2881,"Matamoras, PA",False,
2882,"Valley Springs, CA",False,
2883,"San Andreas, CA",False,
2884,"Copperopolis, CA",False,
2885,"Murphys, CA",False,
2886,"Arnold, CA",False,
2887,"West Point, CA",False,
2888,"Mokelumne Hill, CA",False,
2889,"Williston, FL",False,
2890,"Bronson, FL",False,
2891,"Morriston, FL",False,
2892,"Inglis, FL",True,3775 Gulf L4150
2893,"Chiefland, FL",False,
2894,"Manattee Road, FL",False,
2895,"Cedar Key, FL",True,3895 Gulf L4150
2896,"Purvis, MS",False,
2897,"Sumrall, MS",False,
2898,"Harrison, WI",False,
2899,"Brothertown, WI",False,
2900,"Sherwood, WI",False,
2901,"Lehighton, PA",False,
2902,"Palmerton, PA",False,
2903,"Jim Thorpe, PA",False,
2904,"Lansford, PA",False,
2905,"Nesquehoning, PA",False,
2906,"Summit Hill, PA",False,
2907,"Weatherly, PA",False,
2908,"Burnet, TX",False,
2909,"Marble Falls, TX",False,
2910,"Meadowlakes, TX",False,
2911,"Chippewa Falls, WI",False,
2912,"Bloomer, WI",False,
2913,"Lake Hallie, WI",False,
2914,"Stanley, WI",False,
2915,"New Auburn, WI",False,
2916,"Holcombe, WI",False,
2917,"Lake Wissota, WI",False,
2918,"Tell City, IN",False,
2919,"La Grande, OR",False,
2920,"Elgin, OR",False,
2921,"Union, OR",False,
2922,"Tillamook, OR",True,3181 Pacific L4150
2923,"Cloverdale, OR",True,3188 Pacific L4150
2924,"Rockaway Beach, OR",True,1994 Pacific L4150
2925,"Bay City, OR",True,3181 Pacific L4150
2926,"Neskowin, OR",True,3188 Pacific L4150
2927,"Nehalem, OR",True,1994 Pacific L4150
2928,"Lakeport, CA",False,
2929,"Kelseyville, CA",False,
2930,"Clearlake, CA",False,
2931,"Hidden Valley Lake, CA",False,
2932,"Lucerne, CA",False,
2933,"Clearlake Oaks, CA",False,
2934,"Nice, CA",False,
2935,"Middletown, CA",False,
2936,"New Baltimore, NY",False,
2937,"Durham, NY",False,
2938,"Lexington, NY",False,
2939,"Palenville, NY",False,
2940,"Ashland, NY",False,
2941,"Jewett, NY",False,
2942,"Fayette, NY",False,
2943,"Romulus, NY",False,
2944,"Covert, NY",False,
2945,"Crockett, TX",False,
2946,"Edwardsburg, MI",False,
2947,"Cassopolis, MI",False,
2948,"Marcellus, MI",False,
2949,"Henderson, TX",False,
2950,"Overton, TX",False,
2951,"Rocky Point, NC",False,
2952,"Surf City, NC",True,979 Atlantic L4150
2953,"Burgaw, NC",False,
2954,"Topsail Beach, NC",True,979 Atlantic L4150
2955,"Tahlequah, OK",False,
2956,"Cookson, OK",False,
2957,"Clyde, NC",False,
2958,"Lake Junaluska, NC",False,
2959,"Crystal City, TX",False,
2960,"Shallotte, NC",True,1021 Atlantic L4150
2961,"Ash, NC",False,
2962,"Oak Island, NC",True,1021 Atlantic L4150
2963,"Winnabow, NC",False,
2964,"Ocean Isle Beach, NC",True,1021 Atlantic L4150
2965,"Sunset Beach, NC",True,1021 Atlantic L4150
2966,"Leland, NC",False,
2967,"Boiling Spring Lakes, NC",True,1013 Atlantic L4150
2968,"Saint James, NC",True,1021 Atlantic L4150
2969,"Navassa, NC",False,
2970,"Southport, NC",True,1013 Atlantic L4150
2971,"Carolina Shores, NC",True,1021 Atlantic L4150
2972,"Holden Beach, NC",True,1021 Atlantic L4150
2973,"Caswell Beach, NC",True,1013 Atlantic L4150
2974,"Belville, NC",True,1013 Atlantic L4150
2975,"Calabash, NC",True,1021 Atlantic L4150
2976,"Bald Head Island, NC",True,1013 Atlantic L4150
2977,"Brookville, IN",False,
2978,"Bath, ME",True,216 Atlantic L4150
2979,"Bowdoinham, ME",False,
2980,"Phippsburg, ME",True,441 Atlantic L4150
2981,"Basalt, CO",False,
2982,"Gypsum, CO",False,
2983,"Edwards, CO",False,
2984,"Vail, CO",False,
2985,"Avon, CO",False,
2986,"Eagle, CO",False,
2987,"Carrollton, OH",False,
2988,"Sherrodsville, OH",False,
2989,"Princess Anne, MD",True,972 Atlantic L4150
2990,"Eden, MD",False,
2991,"Camden, TN",False,
2992,"Big Sandy, TN",False,
2993,"Holladay, TN",False,
2994,"Winchester, TN",False,
2995,"Sewanee, TN",False,
2996,"Decherd, TN",False,
2997,"Huntland, TN",False,
2998,"Estill Springs, TN",False,
2999,"Belvidere, TN",False,
3000,"Cowan, TN",False,
3001,"Greensburg, IN",False,
3002,"Saint Paul, IN",False,
3003,"Westport, IN",False,
3004,"Mexia, TX",False,
3005,"Groesbeck, TX",False,
3006,"Bushnell, FL",False,
3007,"Wildwood, FL",False,
3008,"The Villages, FL",False,
3009,"Lake Panasoffkee, FL",False,
3010,"Whitney, TX",False,
3011,"Hillsboro, TX",False,
3012,"Boerne, TX",False,
3013,"Hohenwald, TN",False,
3014,"Kewaunee, WI",True,3711 Great Lakes L4150
3015,"Casco, WI",True,3698 Great Lakes L4150
3016,"Luxemburg, WI",True,3698 Great Lakes L4150
3017,"Port Clinton, OH",True,3742 Great Lakes L4150
3018,"Genoa, OH",False,
3019,"Elmore, OH",False,
3020,"Oak Harbor, OH",True,3688 Great Lakes L4150
3021,"Marblehead, OH",True,3742 Great Lakes L4150
3022,"Cullman, AL",False,
3023,"Holly Pond, AL",False,
3024,"Crane Hill, AL",False,
3025,"Bremen, AL",False,
3026,"Logan, AL",False,
3027,"Baileyton, AL",False,
3028,"Good Hope, AL",False,
3029,"Port Townsend, WA",True,2029 Pacific L4150
3030,"Port Ludlow, WA",True,2029 Pacific L4150
3031,"Port Hadlock, WA",True,2029 Pacific L4150
3032,"Quilcene, WA",False,
3033,"Brinnon, WA",False,
3034,"Nordland, WA",True,3240 Pacific L4150
3035,"Sheldon, NY",False,
3036,"Arcade, NY",False,
3037,"Mariposa, CA",False,
3038,"Washington, IN",False,
3039,"Odon, IN",False,
3040,"Linton, IN",False,
3041,"Bloomfield, IN",False,
3042,"Worthington, IN",False,
3043,"Lampasas, TX",False,
3044,"Kempner, TX",False,
3045,"West Livingston, TX",False,
3046,"Livingston, TX",False,
3047,"Hudson Falls, NY",False,
3048,"Kingsbury, NY",False,
3049,"White Creek, NY",False,
3050,"Preston, ID",False,
3051,"Moore Haven, FL",False,
3052,"Bolivar, TN",False,
3053,"Georgetown, OH",False,
3054,"Mount Orab, OH",False,
3055,"Sardinia, OH",False,
3056,"Hamersville, OH",False,
3057,"Santa Rosa Beach, FL",True,4124 Gulf L4150
3058,"Miramar Beach, FL",True,4212 Gulf L4150
3059,"Freeport, FL",False,
3060,"Monticello, GA",False,
3061,"Newborn, GA",False,
3062,"Medina, NY",False,
3063,"Gaines, NY",True,3656 Great Lakes L4150
3064,"Murray, NY",True,3656 Great Lakes L4150
3065,"Ridgeway, NY",True,3656 Great Lakes L4150
3066,"Carlton, NY",True,3656 Great Lakes L4150
3067,"Kendall, NY",True,3656 Great Lakes L4150
3068,"Holley, NY",True,3656 Great Lakes L4150
3069,"Hudson, NY",False,
3070,"Livingston, NY",False,
3071,"Stuyvesant, NY",False,
3072,"Clermont, NY",False,
3073,"Hillsdale, NY",False,
3074,"Stockport, NY",False,
3075,"Canaan, NY",False,
3076,"Austerlitz, NY",False,
3077,"Copake, NY",False,
3078,"Lorenz Park, NY",False,
3079,"Taghkanic, NY",False,
3080,"Valatie, NY",False,
3081,"Copake Lake, NY",False,
3082,"Loogootee, IN",False,
3083,"Shoals, IN",False,
3084,"Plymouth, NC",False,
3085,"Creswell, NC",False,
3086,"Port Saint Joe, FL",True,4094 Gulf L4150
3087,"Wewahitchka, FL",False,
3088,"Breckenridge, TX",False,
3089,"Polson, MT",False,
3090,"Ronan, MT",False,
3091,"Hiawassee, GA",False,
3092,"Young Harris, GA",False,
3093,"Lincoln City, OR",True,3188 Pacific L4150
3094,"Newport, OR",True,2816 Pacific L4150
3095,"Toledo, OR",True,2816 Pacific L4150
3096,"Otis, OR",True,3188 Pacific L4150
3097,"Depoe Bay, OR",True,2817 Pacific L4150
3098,"Seal Rock, OR",True,2016 Pacific L4150
3099,"Waldport, OR",True,2016 Pacific L4150
3100,"Yachats, OR",True,2016 Pacific L4150
3101,"South Beach, OR",True,2816 Pacific L4150
3102,"Paoli, IN",False,
3103,"Orleans, IN",False,
3104,"Winamac, IN",False,
3105,"Breese, IL",False,
3106,"New Baden, IL",False,
3107,"Carlyle, IL",False,
3108,"Aviston, IL",False,
3109,"Germantown, IL",False,
3110,"Bartelso, IL",False,
3111,"Trenton, IL",False,
3112,"Hart, MI",True,3674 Great Lakes L4150
3113,"Shelby, MI",True,3450 Great Lakes L4150
3114,"Hesperia, MI",False,
3115,"Pentwater, MI",True,3674 Great Lakes L4150
3116,"Mears, MI",True,3674 Great Lakes L4150
3117,"Rothbury, MI",True,3450 Great Lakes L4150
3118,"Rockport, IN",False,
3119,"Richland, IN",False,
3120,"Grandview, IN",False,
3121,"Santa Claus, IN",False,
3122,"Chrisney, IN",False,
3123,"Dale, IN",False,
3124,"Coldspring, TX",False,
3125,"Yreka, CA",False,
3126,"Weed, CA",False,
3127,"Mount Shasta, CA",False,
3128,"Dunsmuir, CA",False,
3129,"McCloud, CA",False,
3130,"Hornbrook, CA",False,
3131,"Dillon, MT",False,
3132,"Friday Harbor, WA",True,1804 Pacific L4150
3133,"Eastsound, WA",True,1736 Pacific L4150
3134,"Olga, WA",True,1824 Pacific L4150
3135,"Buena Vista, CO",False,
3136,"Salida, CO",False,
3137,"New Johnsonville, TN",False,
3138,"Coleman, TX",False,
3139,"Livingston, TN",False,
3140,"Hilham, TN",False,
3141,"Monroe, TN",False,
3142,"Rickman, TN",False,
3143,"Jacksboro, TX",False,
3144,"Wahoo, NE",False,
3145,"Ashland, NE",False,
3146,"Yutan, NE",False,
3147,"Crown Point, NY",False,
3148,"Willsboro, NY",False,
3149,"Lake Placid, NY",False,
3150,"Keene, NY",False,
3151,"Jay, NY",False,
3152,"Comanche, TX",False,
3153,"Prosperity, SC",False,
3154,"Chappells, SC",False,
3155,"Waynesboro, TN",False,
3156,"Iron City, TN",False,
3157,"Clifton, TN",False,
3158,"Clyde, TX",False,
3159,"Hurlock, MD",False,
3160,"East New Market, MD",False,
3161,"Ballinger, TX",False,
3162,"Winters, TX",False,
3163,"Maynardville, TN",False,
3164,"Plainview, TN",False,
3165,"Cisco, TX",False,
3166,"Eastland, TX",False,
3167,"Gun Barrel City, TX",False,
3168,"Tool, TX",False,
3169,"Payne Springs, TX",False,
3170,"Trinidad, TX",False,
3171,"Quitman, TX",False,
3172,"Hawkins, TX",False,
3173,"Pikeville, TN",False,
3174,"Morgantown, IN",False,
3175,"Decaturville, TN",False,
3176,"Parsons, TN",False,
3177,"Castroville, TX",False,
3178,"Mico, TX",False,
3179,"Attica, IN",False,
3180,"Veedersburg, IN",False,
3181,"Covington, IN",False,
3182,"Waskom, TX",False,
3183,"Diana, TX",False,
3184,"Edgartown, MA",True,885 Atlantic L4150
3185,"Vineyard Haven, MA",True,675 Atlantic L4150
3186,"Wartburg, TN",False,
3187,"Lineville, AL",False,
3188,"Ashland, AL",False,
3189,"Jackson, CA",False,
3190,"Pine Grove, CA",False,
3191,"Pioneer, CA",False,
3192,"Ione, CA",False,
3193,"Sutter Creek, CA",False,
3194,"Volcano, CA",False,
3195,"Bailey, CO",False,
3196,"Lake George, CO",False,
3197,"Guffey, CO",False,
3198,"Jefferson, CO",False,
3199,"Hartsel, CO",False,
3200,"Hearne, TX",False,
3201,"Franklin, TX",False,
3202,"Long Beach, WA",True,2020 Pacific L4150
3203,"Watson, NY",False,
3204,"New Bremen, NY",False,
3205,"Benton, NY",False,
3206,"Milo Mills, NY",False,
3207,"Penn Yan, NY",False,
3208,"Middlesex, NY",False,
3209,"Starkey, NY",False,
3210,"Glen Rose, TX",False,
3211,"Dover, TN",False,
3212,"Indian Mound, TN",False,
3213,"Big Rock, TN",False,
3214,"Tularosa, NM",False,
3215,"Hico, TX",False,
3216,"Haskell, TX",False,
3217,"Rochester, IN",False,
3218,"Akron, IN",False,
3219,"Kewanna, IN",False,
3220,"Richwood, WV",False,
3221,"Mount Lookout, WV",False,
3222,"Crooksville, OH",False,
3223,"Poland, IN",False,
3224,"Gosport, IN",False,
3225,"Rushford, NY",False,
3226,"Scio, NY",False,
3227,"Wellsville, NY",False,
3228,"Byesville, OH",False,
3229,"Old Town, FL",False,
3230,"Cross City, FL",False,
3231,"Crested Butte, CO",False,
3232,"Gainesboro, TN",False,
3233,"Whitleyville, TN",False,
3234,"Bloomington Springs, TN",False,
3235,"Spring Valley, MN",False,
3236,"Vevay, IN",False,
3237,"Decatur, TN",False,
3238,"Birchwood, TN",False,
3239,"Dix, NY",False,
3240,"Hector, NY",False,
3241,"Tyrone, NY",False,
3242,"Celina, TN",False,
3243,"Moss, TN",False,
3244,"Brady, TX",False,
3245,"Grantsville, MD",False,
3246,"Friendsville, MD",False,
3247,"Accident, MD",False,
3248,"Mountain Lake Park, MD",False,
3249,"Oakland, MD",False,
3250,"Kuttawa, KY",False,
3251,"Marengo, IN",False,
3252,"Milltown, IN",False,
3253,"Eckerty, IN",False,
3254,"English, IN",False,
3255,"Westwood, CA",False,
3256,"Litchfield, MI",False,
3257,"Erin, TN",False,
3258,"Tennessee Ridge, TN",False,
3259,"Stewart, TN",False,
3260,"Conway, NC",False,
3261,"Henrico, NC",False,
3262,"Brookston, IN",False,
3263,"Chalmers, IN",False,
3264,"North Vernon, IN",False,
3265,"Butlerville, IN",False,
3266,"Commiskey, IN",False,
3267,"Scipio, IN",False,
3268,"Sequatchie, TN",False,
3269,"South Pittsburg, TN",False,
3270,"Jasper, TN",False,
3271,"Whitwell, TN",False,
3272,"Monteagle, TN",False,
3273,"Kimball, TN",False,
3274,"Powells Crossroads, TN",False,
3275,"Wildwood, GA",False,
3276,"Oldfort, TN",False,
3277,"Delano, TN",False,
3278,"Reliance, TN",False,
3279,"Benton, TN",False,
3280,"Turtletown, TN",False,
3281,"Copperhill, TN",False,
3282,"Stamps, AR",False,
3283,"Apalachicola, FL",True,4054 Gulf L4150
3284,"Eastpoint, FL",True,4054 Gulf L4150
3285,"Carrabelle, FL",True,4052 Gulf L4150
3286,"Moyie Springs, ID",False,
3287,"Highlands, NC",False,
3288,"Blaine, TN",False,
3289,"Bean Station, TN",False,
3290,"Upton, KY",False,
3291,"Henrietta, TX",False,
3292,"Palm Valley, TX",False,
3293,"Laguna Vista, TX",True,4206 Gulf L4150
3294,"Rancho Viejo, TX",False,
3295,"South Padre Island, TX",True,4206 Gulf L4150
3296,"Laurium, MI",True,3643 Great Lakes L4150
3297,"Lake Kiowa, TX",False,
3298,"Clarkrange, TN",False,
3299,"Allardt, TN",False,
3300,"Indian Lake, NY",False,
3301,"Long Lake, NY",False,
3302,"Hortense, GA",False,
3303,"Florence, CO",False,
3304,"Birnamwood, WI",False,
3305,"Hayfork, CA",False,
3306,"Lewiston, CA",False,
3307,"Saint Maries, ID",False,
3308,"Twisp, WA",False,
3309,"Winthrop, WA",False,
3310,"Pateros, WA",False,
3311,"Clifton, AZ",False,
3312,"Underwood, WA",False,
3313,"Stevenson, WA",False,
3314,"Ashby, MN",False,
3315,"Pelham, TN",False,
3316,"Oakes, ND",False,
3317,"June Lake, CA",False,
3318,"Islesboro, ME",True,1086 Atlantic L4150
3319,"Sierra City, CA",False,
3320,"Victor, ID",False,
3321,"Rome City, IN",False,
3322,"Georgetown, CO",False,
3323,"Idaho Springs, CO",False,
3324,"Jenkinsburg, GA",False,
3325,"Smith River, CA",True,2662 Pacific L4150
